Defect_ID,Defect_Type,Machine_ID,Production_Line,Defect_Date,Root_Cause,Resolution_Comment,Resolved_Date
D0224,Overheating,MCH-365,Line-4,2025-09-01,High machine vibration,Calibrated equipment and updated calibration logs,2025-09-02
D0225,Welding Porosity,MCH-304,Line-3,2025-02-13,Coolant shortage,Calibrated oven temperature and added monitoring alert,2025-02-17
D0226,Burr Formation,MCH-444,Line-2,2025-08-18,Seal failure,Introduced torque check checklist and operator training,2025-08-21
D0227,Surface Crack,MCH-116,Line-3,2025-08-08,Operator error,Replaced seal and added pressure monitoring,2025-08-13
D0228,Paint Peeling,MCH-285,Line-4,2025-02-22,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-02-25
D0229,Overheating,MCH-312,Line-1,2025-08-23,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-08-26
D0230,Leakage,MCH-248,Line-3,2025-02-15,Tool wear,Calibrated equipment and updated calibration logs,2025-02-19
D0231,Electrical Failure,MCH-308,Line-3,2025-09-10,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-09-15
D0232,Misalignment,MCH-492,Line-3,2025-07-15,Coolant shortage,Introduced torque check checklist and operator training,2025-07-19
D0233,Misalignment,MCH-145,Line-5,2025-01-08,Operator error,Secured wiring and scheduled preventive inspection,2025-01-11
D0234,Welding Porosity,MCH-444,Line-4,2025-01-06,Tool wear,Replaced gas regulator and trained operator,2025-01-11
D0235,Leakage,MCH-452,Line-5,2025-04-22,High machine vibration,Calibrated equipment and updated calibration logs,2025-04-23
D0236,Electrical Failure,MCH-440,Line-2,2025-07-16,Improper calibration,Calibrated oven temperature and added monitoring alert,2025-07-21
D0237,Surface Crack,MCH-278,Line-3,2025-03-13,Tool wear,Calibrated oven temperature and added monitoring alert,2025-03-17
D0238,Leakage,MCH-348,Line-4,2025-09-11,Tool wear,Introduced torque check checklist and operator training,2025-09-12
D0239,Electrical Failure,MCH-335,Line-2,2025-03-28,Tool wear,Adjusted machine alignment and replaced worn-out bearings,2025-04-01
D0240,Loose Assembly,MCH-212,Line-5,2025-05-28,Improper curing temperature,Introduced torque check checklist and operator training,2025-06-01
D0241,Paint Peeling,MCH-228,Line-3,2025-08-21,Coolant shortage,Secured wiring and scheduled preventive inspection,2025-08-24
D0242,Surface Crack,MCH-336,Line-1,2025-09-15,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-09-19
D0243,Surface Crack,MCH-368,Line-5,2025-06-18,Operator error,Calibrated oven temperature and added monitoring alert,2025-06-23
D0244,Overheating,MCH-307,Line-4,2025-03-21,Loose wiring,Secured wiring and scheduled preventive inspection,2025-03-26
D0245,Dimension Out of Tolerance,MCH-170,Line-2,2025-08-30,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-09-04
D0246,Misalignment,MCH-116,Line-5,2025-06-05,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-06-10
D0247,Paint Peeling,MCH-374,Line-1,2025-08-09,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-08-14
D0248,Surface Crack,MCH-170,Line-1,2025-07-11,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-07-14
D0249,Leakage,MCH-460,Line-2,2025-05-17,Worn-out die,Secured wiring and scheduled preventive inspection,2025-05-22
D0250,Leakage,MCH-127,Line-4,2025-08-07,Seal failure,Replaced gas regulator and trained operator,2025-08-09
D0251,Burr Formation,MCH-433,Line-4,2025-05-20,Tool wear,Replaced gas regulator and trained operator,2025-05-23
D0252,Misalignment,MCH-433,Line-5,2025-03-16,Tool wear,Replaced cutting tool and added tool inspection schedule,2025-03-19
D0253,Electrical Failure,MCH-470,Line-4,2025-04-06,Tool wear,Calibrated equipment and updated calibration logs,2025-04-08
D0254,Dimension Out of Tolerance,MCH-384,Line-1,2025-02-22,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-02-23
D0255,Overheating,MCH-146,Line-1,2025-03-26,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-03-30
D0256,Leakage,MCH-302,Line-3,2025-05-08,Coolant shortage,Calibrated equipment and updated calibration logs,2025-05-13
D0257,Welding Porosity,MCH-413,Line-2,2025-06-25,Loose wiring,Calibrated equipment and updated calibration logs,2025-06-27
D0258,Misalignment,MCH-468,Line-1,2025-04-19,Worn-out die,Secured wiring and scheduled preventive inspection,2025-04-20
D0259,Dimension Out of Tolerance,MCH-406,Line-2,2025-03-03,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-03-04
D0260,Surface Crack,MCH-290,Line-3,2025-01-25,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-01-29
D0261,Leakage,MCH-111,Line-2,2025-03-14,High machine vibration,Introduced torque check checklist and operator training,2025-03-18
D0262,Loose Assembly,MCH-189,Line-4,2025-08-09,Operator error,Replaced cutting tool and added tool inspection schedule,2025-08-12
D0263,Misalignment,MCH-332,Line-3,2025-07-01,Improper calibration,Calibrated oven temperature and added monitoring alert,2025-07-05
D0264,Paint Peeling,MCH-383,Line-1,2025-01-25,Tool wear,Calibrated equipment and updated calibration logs,2025-01-27
D0265,Loose Assembly,MCH-214,Line-3,2025-03-10,Improper calibration,Calibrated oven temperature and added monitoring alert,2025-03-13
D0266,Surface Crack,MCH-467,Line-3,2025-08-29,Improper calibration,Adjusted machine alignment and replaced worn-out bearings,2025-08-31
D0267,Loose Assembly,MCH-133,Line-5,2025-07-15,Worn-out die,Secured wiring and scheduled preventive inspection,2025-07-18
D0268,Welding Porosity,MCH-263,Line-2,2025-06-06,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-06-08
D0269,Loose Assembly,MCH-412,Line-3,2025-03-05,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-03-07
D0270,Leakage,MCH-213,Line-2,2025-06-22,Coolant shortage,Secured wiring and scheduled preventive inspection,2025-06-24
D0271,Leakage,MCH-338,Line-1,2025-06-18,Seal failure,Replaced gas regulator and trained operator,2025-06-19
D0272,Dimension Out of Tolerance,MCH-323,Line-1,2025-06-06,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-06-09
D0273,Dimension Out of Tolerance,MCH-316,Line-1,2025-07-23,Improper curing temperature,Polished die and added regular inspection routine,2025-07-25
D0274,Paint Peeling,MCH-325,Line-5,2025-08-07,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-08-08
D0275,Surface Crack,MCH-304,Line-3,2025-08-26,High machine vibration,Polished die and added regular inspection routine,2025-08-28
D0276,Leakage,MCH-335,Line-3,2025-02-03,Improper calibration,Replaced cutting tool and added tool inspection schedule,2025-02-06
D0277,Leakage,MCH-457,Line-1,2025-05-06,Improper calibration,Introduced torque check checklist and operator training,2025-05-08
D0278,Electrical Failure,MCH-289,Line-2,2025-04-04,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-04-07
D0279,Surface Crack,MCH-211,Line-2,2025-07-17,High machine vibration,Calibrated equipment and updated calibration logs,2025-07-21
D0280,Loose Assembly,MCH-140,Line-2,2025-07-10,High machine vibration,Replaced gas regulator and trained operator,2025-07-13
D0281,Paint Peeling,MCH-195,Line-3,2025-08-20,Operator error,Secured wiring and scheduled preventive inspection,2025-08-23
D0282,Surface Crack,MCH-354,Line-3,2025-04-21,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-04-23
D0283,Welding Porosity,MCH-227,Line-4,2025-03-29,High machine vibration,Adjusted machine alignment and replaced worn-out bearings,2025-04-03
D0284,Leakage,MCH-289,Line-4,2025-04-20,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-04-25
D0285,Misalignment,MCH-432,Line-5,2025-07-28,Tool wear,Calibrated oven temperature and added monitoring alert,2025-07-30
D0286,Loose Assembly,MCH-232,Line-5,2025-03-15,High machine vibration,Replaced gas regulator and trained operator,2025-03-17
D0287,Electrical Failure,MCH-311,Line-4,2025-01-08,Loose wiring,Introduced torque check checklist and operator training,2025-01-10
D0288,Paint Peeling,MCH-236,Line-2,2025-03-22,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-03-24
D0289,Misalignment,MCH-182,Line-4,2025-08-13,Improper curing temperature,Polished die and added regular inspection routine,2025-08-15
D0290,Dimension Out of Tolerance,MCH-364,Line-5,2025-08-08,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-08-11
D0291,Misalignment,MCH-221,Line-5,2025-01-25,Operator error,Calibrated oven temperature and added monitoring alert,2025-01-30
D0292,Overheating,MCH-327,Line-4,2025-04-25,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-04-28
D0293,Loose Assembly,MCH-330,Line-3,2025-06-01,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-06-03
D0294,Paint Peeling,MCH-474,Line-2,2025-01-28,Coolant shortage,Replaced seal and added pressure monitoring,2025-01-30
D0295,Electrical Failure,MCH-279,Line-4,2025-02-06,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-02-11
D0296,Loose Assembly,MCH-333,Line-5,2025-07-31,Tool wear,Polished die and added regular inspection routine,2025-08-03
D0297,Loose Assembly,MCH-152,Line-4,2025-08-22,Worn-out die,Secured wiring and scheduled preventive inspection,2025-08-24
D0298,Misalignment,MCH-220,Line-3,2025-04-03,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-04-07
D0299,Electrical Failure,MCH-193,Line-4,2025-02-23,Operator error,Polished die and added regular inspection routine,2025-02-24
D0300,Misalignment,MCH-436,Line-5,2025-02-11,Operator error,Replaced gas regulator and trained operator,2025-02-14
D0301,Misalignment,MCH-259,Line-4,2025-06-21,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-06-23
D0302,Burr Formation,MCH-421,Line-2,2025-06-14,Tool wear,Calibrated equipment and updated calibration logs,2025-06-17
D0303,Misalignment,MCH-311,Line-1,2025-01-31,Gas flow inconsistency,Calibrated equipment and updated calibration logs,2025-02-03
D0304,Overheating,MCH-136,Line-2,2025-09-17,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-09-21
D0305,Loose Assembly,MCH-133,Line-2,2025-01-23,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-01-24
D0306,Dimension Out of Tolerance,MCH-356,Line-4,2025-08-04,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-08-06
D0307,Paint Peeling,MCH-316,Line-2,2025-09-18,Tool wear,Calibrated oven temperature and added monitoring alert,2025-09-22
D0308,Burr Formation,MCH-277,Line-5,2025-02-23,Coolant shortage,Replaced gas regulator and trained operator,2025-02-24
D0309,Misalignment,MCH-255,Line-3,2025-06-25,Worn-out die,Replaced seal and added pressure monitoring,2025-06-27
D0310,Welding Porosity,MCH-453,Line-3,2025-04-10,Tool wear,Replaced cutting tool and added tool inspection schedule,2025-04-11
D0311,Surface Crack,MCH-142,Line-1,2025-07-02,High machine vibration,Secured wiring and scheduled preventive inspection,2025-07-05
D0312,Electrical Failure,MCH-242,Line-4,2025-04-22,Tool wear,Calibrated equipment and updated calibration logs,2025-04-23
D0313,Dimension Out of Tolerance,MCH-342,Line-2,2025-09-12,High machine vibration,Replaced gas regulator and trained operator,2025-09-16
D0314,Overheating,MCH-483,Line-4,2025-09-17,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-09-18
D0315,Welding Porosity,MCH-459,Line-4,2025-02-13,Gas flow inconsistency,Polished die and added regular inspection routine,2025-02-15
D0316,Burr Formation,MCH-134,Line-2,2025-04-19,High machine vibration,Secured wiring and scheduled preventive inspection,2025-04-24
D0317,Welding Porosity,MCH-455,Line-4,2025-07-16,Tool wear,Secured wiring and scheduled preventive inspection,2025-07-18
D0318,Burr Formation,MCH-122,Line-3,2025-02-22,Coolant shortage,Calibrated equipment and updated calibration logs,2025-02-24
D0319,Surface Crack,MCH-442,Line-1,2025-04-19,High machine vibration,Secured wiring and scheduled preventive inspection,2025-04-21
D0320,Misalignment,MCH-117,Line-2,2025-05-04,Worn-out die,Replaced seal and added pressure monitoring,2025-05-09
D0321,Paint Peeling,MCH-315,Line-4,2025-02-07,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-02-09
D0322,Welding Porosity,MCH-355,Line-2,2025-06-26,High machine vibration,Replaced seal and added pressure monitoring,2025-06-29
D0323,Misalignment,MCH-101,Line-3,2025-08-21,Worn-out die,Calibrated equipment and updated calibration logs,2025-08-25
D0324,Burr Formation,MCH-131,Line-2,2025-04-22,Improper calibration,Replaced seal and added pressure monitoring,2025-04-24
D0325,Welding Porosity,MCH-385,Line-2,2025-03-27,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-03-28
D0326,Dimension Out of Tolerance,MCH-369,Line-1,2025-05-30,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-06-01
D0327,Misalignment,MCH-483,Line-1,2025-02-08,Improper calibration,Polished die and added regular inspection routine,2025-02-13
D0328,Misalignment,MCH-254,Line-1,2025-01-10,Loose wiring,Secured wiring and scheduled preventive inspection,2025-01-14
D0329,Leakage,MCH-141,Line-4,2025-07-05,Seal failure,Replaced cutting tool and added tool inspection schedule,2025-07-08
D0330,Electrical Failure,MCH-234,Line-1,2025-01-25,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-01-28
D0331,Dimension Out of Tolerance,MCH-157,Line-4,2025-06-27,Seal failure,Introduced torque check checklist and operator training,2025-06-29
D0332,Welding Porosity,MCH-250,Line-5,2025-09-02,Tool wear,Adjusted machine alignment and replaced worn-out bearings,2025-09-06
D0333,Dimension Out of Tolerance,MCH-195,Line-3,2025-09-18,Loose wiring,Calibrated equipment and updated calibration logs,2025-09-20
D0334,Paint Peeling,MCH-192,Line-1,2025-08-25,Operator error,Polished die and added regular inspection routine,2025-08-30
D0335,Electrical Failure,MCH-224,Line-5,2025-03-15,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-03-19
D0336,Dimension Out of Tolerance,MCH-239,Line-5,2025-01-11,Worn-out die,Replaced seal and added pressure monitoring,2025-01-14
D0337,Paint Peeling,MCH-105,Line-4,2025-07-12,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-07-13
D0338,Surface Crack,MCH-147,Line-4,2025-02-09,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-02-14
D0339,Burr Formation,MCH-371,Line-3,2025-07-09,Gas flow inconsistency,Introduced torque check checklist and operator training,2025-07-12
D0340,Misalignment,MCH-224,Line-1,2025-08-12,High machine vibration,Introduced torque check checklist and operator training,2025-08-14
D0341,Paint Peeling,MCH-420,Line-3,2025-02-18,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-02-23
D0342,Welding Porosity,MCH-183,Line-1,2025-06-07,Loose wiring,Replaced seal and added pressure monitoring,2025-06-08
D0343,Loose Assembly,MCH-135,Line-5,2025-04-21,Tool wear,Replaced seal and added pressure monitoring,2025-04-26
D0344,Electrical Failure,MCH-284,Line-1,2025-04-30,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-05-03
D0345,Loose Assembly,MCH-395,Line-3,2025-08-08,Seal failure,Replaced seal and added pressure monitoring,2025-08-12
D0346,Loose Assembly,MCH-339,Line-5,2025-08-16,Gas flow inconsistency,Adjusted machine alignment and replaced worn-out bearings,2025-08-20
D0347,Misalignment,MCH-426,Line-5,2025-01-29,Seal failure,Replaced cutting tool and added tool inspection schedule,2025-01-31
D0348,Loose Assembly,MCH-421,Line-5,2025-01-17,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-01-22
D0349,Burr Formation,MCH-446,Line-2,2025-01-16,Improper curing temperature,Replaced cutting tool and added tool inspection schedule,2025-01-21
D0350,Leakage,MCH-315,Line-3,2025-01-07,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-01-12
D0351,Electrical Failure,MCH-372,Line-5,2025-04-05,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-04-06
